ticker,headline,timestamp,url,source,window,fetched_at,sentiment_label,sentiment_score
AAPL,Apple Inc. $AAPL Stock Position Raised by Monarch Capital Management Inc. - MarketBeat,2025-12-15T11:44:08,https://news.google.com/rss/articles/CBMiywFBVV95cUxQWHNBZ1JGM2wyZ0taeWY4d2pXSGVHMUY1dmNxbXBuZUlCU1dDOHlLdlNMSzJHZDBuWi13QnFKbmJVUzJqaE10VW5qUHJoZmRPWmxKZnFZR0xLV3hieGdrMUFteGE3X0ozVHl1RkE0aHkzTDE5WkQ1UFNKNmFWWDJmRFBPRzRYNlhBZ2pJU3hhWVFuZUVKZHljcE5CSzRqUnJvM3l1UDFtR0dQcWFrOEJoSXMySmN1b3Q0X3ZoNTM0SlQxbnc0dXE5UHdSYw?oc=5,google_news,1d,2025-12-15T14:00:24.828631+00:00,neutral,-3.106893018411938e-06
AAPL,"Apple Stock (AAPL) Before the US Market Open (Dec. 15, 2025): Key News, Analyst Targets, and What Investors Are Watching - ts2.tech",2025-12-14T20:59:48,https://news.google.com/rss/articles/CBMizAFBVV95cUxQejAxdm1MR0Fha3pMSTRLdG9wcWt6d241LXlIdG00QUNnbHQ4N3htMXpzNjRDSmNUTklRanpfR3NNcEJWbkNxSTlnUWJBNGZydDBqekhiRDdDVkVvZ01paml2WXVucHVoS2N1a2JEUk5lRElkZzR0Znc2M2xDS2NjMlJObjRXcnl1OUFuQzQxek5KRlE5ZU9ua1BWWkxCOE11RkxFUDZIYWZfUTd0Y2swVjNEbU1aU0s2eTg2aHhzYWRsUkZJTEFiRTQwcUs?oc=5,google_news,1d,2025-12-15T14:00:24.828868+00:00,neutral,3.6113775422563776e-05
AAPL,"The Zacks Analyst Blog Apple, Alphabet, Amazon and Microsoft - Yahoo Finance",2025-12-15T10:17:00,https://news.google.com/rss/articles/CBMihgFBVV95cUxPdnVEaHN0NVVtcFJaTXpWRDNFM1VZMzlPRkNKLVRpN1NMVWFDbS1pQVB6dTNIVkR4aFBIbV9DR0xRS3NCMzFyY2dwaERDMkgyT09lT1hEYXZKSTA5cEVaZlh2aTB6U2tfRHhiREx1LWNuVW45b3BpNG55T1FVUUJjM0w2R0tIUQ?oc=5,google_news,1d,2025-12-15T14:00:24.829124+00:00,neutral,-2.2444382921094075e-05
AAPL,Warren Buffett Is Selling Apple and Buying This Brilliant Growth Stock Instead - AOL.com,2025-12-15T09:59:21,https://news.google.com/rss/articles/CBMihgFBVV95cUxPeFU5c2h4TGpfM2JhMGRnRWo0c2RxMl9TTzUwZTk0aEJlcUgzMTdRSzEyMVhsS0F6U1YwWk9mWUlCODZCaHBtaUJSR2VFNDhxcE9YMVFaLTRDVXplalp2aHFmV01nTjFsRnhUZU1nYk1vN25QMmlxQ1NzdlFITHBINXVzS3dYUQ?oc=5,google_news,1d,2025-12-15T14:00:24.829298+00:00,neutral,-4.3886051571462303e-05
AAPL,1 Reason I'm Watching Apple Heading Into 2026 - Finviz,2025-12-15T13:38:11,https://news.google.com/rss/articles/CBMigAFBVV95cUxPY0J3bk40UzliNG9PU0xUa3JZTTlLX2x6dUpkWkViMDd6cEJMRHJfM2xIYW93eGFZNWZ5c1N5X0FrdTItWlplUFd5bER6U2tSckdjbjI3SGNjMVFRcWRxcFFGdFl0aTQ2UGtuZ2syQkJMVE1xTGlwZk1sSVg3WWVvQg?oc=5,google_news,1d,2025-12-15T14:00:24.829495+00:00,neutral,-0.0003179922641720623
AAPL,Apple Inc. $AAPL Stock Holdings Boosted by Cape Investment Advisory Inc. - MarketBeat,2025-12-15T09:09:31,https://news.google.com/rss/articles/CBMiygFBVV95cUxPeUk3clMtVEtOVDI0ZVQyaklld1FTM2g3N25qYjA0dmhLdF80TkNBc0c4RndTQklORmNZM2pNSzNPeVpfMlpTVWZjeG5mN3owbUs5M0puMDVTWm5LYUJqX2pDeXZWWjJsdFZ2TzQyTGI3RW1UZGdHTmxqTGxoOHhKTXp4QkxuUWUzajZCR3E5OGNvU2tpa25NMzBNMXJJLTItempDYVhtQWtPUWRDXzgyeFcxNmhxZFhfNm5oMEVaalRXYlBUV183eVV3?oc=5,google_news,1d,2025-12-15T14:00:24.829650+00:00,neutral,-6.396839125955012e-06
AAPL,Is Apple Still Attractive After AI Push and Strong Multi Year Share Price Gains - Yahoo Finance,2025-12-15T08:06:22,https://news.google.com/rss/articles/CBMiggFBVV95cUxPcmZxNldTQkFSRk4tY1k0YWFOTWlwcWQ1MEljYkR1Q0xEQlB6SzFtU3ZsWmphTTMyMWljOTVGV19aN25hR214SVFyWmlQcklfSURKMENwSml3OUl1UnU4MHJMS2JsSmU5OFdodGJEc1MtZkc4Rzdoam40QVlUN0JyUnZB?oc=5,google_news,1d,2025-12-15T14:00:24.829783+00:00,positive,1.0
AAPL,Apple Inc. $AAPL Stock Position Lowered by Newbridge Financial Services Group Inc. - MarketBeat,2025-12-15T11:30:39,https://news.google.com/rss/articles/CBMi1wFBVV95cUxONDJ3RElQQmFXekxiVFNzeWUzTnNVV0stMU1Rd082LURFNWxsQVY0aXNEUXVuVXgtTW9WMjU0VTBRU2JtalZuRE41SDg3OTE3dmFBRmQxSXBkb0xpMUoybEszdHRhNEVtaUYtYVV3VlRhRmdKMkxYNUdJWWNObVJZeTdLNDlqUWVldXFPNUpZcGppWlkwX0hpMmlNbVdMZDBSbWp5MUVlblByU3EyWVVPdDQ5d2hDeVd6WGtFNkk4eWt6ZWRrdi1tNzByamFiMHczZ2xPcm1FUQ?oc=5,google_news,1d,2025-12-15T14:00:24.829953+00:00,negative,-0.7292302846908569
AAPL,Apple Inc. $AAPL is Pitcairn Co.'s 10th Largest Position - MarketBeat,2025-12-15T10:56:28,https://news.google.com/rss/articles/CBMiswFBVV95cUxNNTV2RmpVd3VjUjd1eVctT2M1ZzJ6a0RtcnlqZFVWVWd6S3ZPZ1lDNldHRWh2c2JTczdHY0s3Z3Y1Ym40RzZPSGFubVcyaElSd3hWcE9oTUJoOHoyVDRxbE5kVzBOU3pYbExIS3B4dXZLV3U2ZGFXZWdLMlpVeVFtcV91TDhvbnIyaHp1ZUtINWpZa09DWHJFZFY4bzlNemg3VmcwRnBFbHNMQTVHb19pZU1JRQ?oc=5,google_news,1d,2025-12-15T14:00:24.830094+00:00,positive,0.9720872640609741
AAPL,Liontrust Investment Partners LLP Decreases Stock Holdings in Apple Inc. $AAPL - MarketBeat,2025-12-15T11:20:46,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPX0o1cnRjUHJGUWpyM3Rkc2ZxUTAxQVZiOE90bE1kX1lSYWIxc1NYZ0ljRV9NOHA2cF82bHlWQ1ZEcFRyd20zRy1XblBqZXhQeVdibVZxeHdVN3ZZVzFNMHQzT0Z1eVkwdUNQV3pfLUlPZzJwdGMwcGdBd2lvMUhQaG9oazh0YlZiVVQ2UFdyaEJIUDZ4amRhM2Y3TllDR1FtUm1RalF5UjhpSy1iaFZnb0pqNVMtMTN1NXc0b3Ytbl9aekhvQTlxLUZCb1daMk91XzZF?oc=5,google_news,1d,2025-12-15T14:00:24.830249+00:00,neutral,-0.0008178225252777338
