ticker,headline,timestamp,url,source,window,fetched_at,sentiment_label,sentiment_score
AAPL,"Apple: Most Expensive, Least Profitable, Slowest Growing Big Tech Stock (Downgrade) (AAPL) - Seeking Alpha",2025-11-21T16:51:16,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOY1d4MmllZVJMSXZSRkxsYUFzOVFzbFFCTXYyTGpQVDh3Rnl4cUp4VzI0RXFFNElKMG5jU2pyU1RfSkFPYk43SGZqbFIyQW1zOXdJQ3lsT1VVc19kYjVRX0FuZmVPQW5oYW9ySlp2ZjB6QjJBQjhpZmd6ZFlkNzFqTGNMUnhEdXRJcFZMS0lrcnNfMThXcnFwMlJnOWx0US0yZEZmS201X2dWc2Jka3o3N1RBbEZ4czhBaUpj?oc=5,google_news,7d,2025-11-27T07:58:51.836829,positive,0.994940996170044
AAPL,Where Will Apple Stock Be in 5 Years? - Yahoo Finance,2025-11-22T18:30:00,https://news.google.com/rss/articles/CBMie0FVX3lxTFBJbEVWSFNFZFIwejZLX2ljUnI5S0dIWlNZcW1wM3NZZkFlM1RlaTJNYW1ZaGs4OWR0NjN1clRrWlFvanpMZ3d3ZG5YVHcwMGR1Ml9SdFBwUDFXSW5ETUgybVBsczRqZ1lmY1NQZE9SMi1lSDNJUTJrODFYNA?oc=5,google_news,7d,2025-11-27T07:58:51.837028,neutral,-1.484058884670958e-06
AAPL,"5 Reasons I Still Love Apple Stock, Even After It Soared Higher - The Motley Fool",2025-11-23T19:41:00,https://news.google.com/rss/articles/CBMimAFBVV95cUxPV0RyUTNZMk5EdFBIMWo1NVFxLUZrWEwtNzRHNTR1MnJZZmNsLWRJM19kWlVfTUJiMGhkV2c0MTlzVncza29EQkpoTWNEMkN4Y0hydnFFNGJTVmtPQXk5bHRPYjdwb2s5eXlnaHZFSWFXc2JheERTVVZDZm15bVZaXzdhMGY0d05MZjFGUk1QYUs2WTlwS3Ztcg?oc=5,google_news,7d,2025-11-27T07:58:51.837205,positive,0.9891924262046814
AAPL,"Alphabet, Nvidia, Apple, Dell, Deere, HP Inc., Deere, and More Stock Market Movers - Barron's",2025-11-26T21:38:00,https://news.google.com/rss/articles/CBMi6gJBVV95cUxOVWdSNWcxNS1Yd19PVFRvNFBsZGFvODVXODNXYW40TGdmM2Q0Q2RwNlhzRkZQeXJITHYyUmkxajBiTl9Yc1Z3M09LZjFwSm1jajhYN2JNdmtIeHpuVnpoNTdhODl2dTNaSDVJREo3dHBBU3lrcWNzNUc5RU9sQmNUSzlLakRET3NXR0ZSaG1pT3htZ0NvR0NMTGEzX18ybER3N2otMkVaMFlXcGJtSFk5QjJsQ3pvUWlsMFNnWXBmV3BzcF9tWF9ham9kbUJsQTI1MzB3cW41VUhMdWs3c3N4WkJlUjc0eS1qbmJRaTNZN0V4ZXJxeERDUnFyai0weWs0SXhjUXVuMWVrX08xYkE1aXBIc1d6eFo0TFBDS08yTFJ0ekxQV3lLN2JTNGFnZl84Q2lVQk9ER0VTbFBoRU5VNTc1UGxIcG1vMnhwNUJxM2JIR3B5dW40eVNVcG9abE96eTQzcU1zNUQwZw?oc=5,google_news,7d,2025-11-27T07:58:51.837392,neutral,0.0013175217900425196
AAPL,$AAPL stock is up 2% today. Here's what we see in our data. - Quiver Quantitative,2025-11-21T19:18:00,https://news.google.com/rss/articles/CBMinwFBVV95cUxNNzdjSjR2bFkwLVNzXzRod19BOGxIQ2FNSVl1Y1hOeFVlOTJNUWVLcGdOcEpFWFVGZElLNUJzZlpQNWdvTVBET0VlbFlrOWN4WU1yVXlLemRZYjgwVlVzNTVkRjl6TFUzbFRBY3BtZUctc1lveXZzZ0FQalR2TTFEVDd4Vm55Zl9JQnVFekQ3NEdHUkIzRHZCUmVwYXo0aWs?oc=5,google_news,7d,2025-11-27T07:58:51.837537,neutral,0.0026042587123811245
AAPL,"AAPL, NVDA, TSLA: Analyst Dan Ives Lists the 10 Tech Stocks to Own Now - TipRanks",2025-11-25T16:59:27,https://news.google.com/rss/articles/CBMingFBVV95cUxQSVYtYW5DRHhTbl9DejFhSmhxUVQxeUVHaHhWY0ZhRU51X2ZETGpVOVdMSGRZYXE4TF96Y01mdEYzcV81cmFsVTNlLUdPZEhCYV9QcFFFblNEd1BROVBaRDFJM2tsQi1LblM0Q21CN21maE8yM0Z5STAtNURnczd3NGMyeGtFV0F2S1hJc0tZalI1cnNPVFNtZVdNVUh4dw?oc=5,google_news,7d,2025-11-27T07:58:51.837704,neutral,-4.043256012664642e-06
AAPL,Apple (AAPL) Stock: Company Cuts Dozens of Sales Roles – Here’s Why - CoinCentral,2025-11-25T09:47:22,https://news.google.com/rss/articles/CBMijwFBVV95cUxNZnRDTDE2WUQwVktBWHdnaXhVdzNweDdKSjMtMWRLdEZFSWczWTlNWjVlYVVHRllqeVd5Rjk5dGgwZS1JRzNqa1VyeFVINW9wRENLY0kzNXpQcGRtUnNqVktqUHBHTHI0dHdhQXBkdzBSMlVDeUQzRGJzaVRfNXRCek5id1BSQXlKUWU1aThRYw?oc=5,google_news,7d,2025-11-27T07:58:51.837835,neutral,-0.00012324671843089163
AAPL,Not All the Mag 7 Stocks Look Magnificent - TheStreet Pro,2025-11-20T11:00:00,https://news.google.com/rss/articles/CBMijgFBVV95cUxOby1mZEJyRTg3NThRNy11MHpTUndadmp1TlE1c2dzWHd0ajdVZkNXTkpGLWIxNjlwbHhpeVBXTkV2aW9xQnUwMzROQ2o2d0NyaVZfZXY2TXZUekRfcEdZb0d4d1F0VU9kUldEOGVwb2E3OWp1U2Y5dXVqalp4Wnp3NThod0xPN1hDX3JpSHp3?oc=5,google_news,7d,2025-11-27T07:58:51.837969,neutral,-0.02002182975411415
AAPL,Apple (AAPL) Stock Reaches New ATH: $300 This Week? - CryptoRank,2025-11-25T16:50:46,https://news.google.com/rss/articles/CBMijAFBVV95cUxNYmN4enRlVWtKNkRWNUhVeGFpNzdPUmx5dEljNWlZLWhkemJuam1IOVVJcTRkWm5KQnc1R0pkeGlYS24za2pDVXFxbzNmbzRiWXNqTktwOGJmU0VXT3hZNDd3UlQ2SWFfZ1Q0bVFQNG1tc2Ffd1RRT1RVRmFKb1FaV2xyVTVJaHlqQXlENw?oc=5,google_news,7d,2025-11-27T07:58:51.838115,neutral,0.0020922350231558084
AAPL,Apple Inc. $AAPL Stock Position Increased by Rational Advisors Inc. - MarketBeat,2025-11-26T10:22:30,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQU244WWM4Z2s3VDlHNmUzLTlvZGhhRGN2dTBsNEhmTGZlS25XN2s1SEUwRjkwU0hOY2FVZ3BOdGZfcHZtLWtxNFRWOXNVNFlOTUJXSEx6UGhldGtGd2Q4VnI4Skx3ZGNqVlRRdEJOUG0xWTZ5RVBkS3BoVUFYSDktS1hYbnlraW8tQWpZSTU1X2NPeko1X2hyWHR4ekxXS3F0WElXSjVSUzYtTkEwc1pnTFBDWHVCdlZKYXBxNGdDNEJuN2M?oc=5,google_news,7d,2025-11-27T07:58:51.838279,positive,0.6886947751045227
